candidate_id,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,reviewer_a_decision,reviewer_a_reason_code,reviewer_a_dynamics,reviewer_a_evaluation,reviewer_a_lineage,reviewer_a_full_text_url,reviewer_b_decision,reviewer_b_reason_code,reviewer_b_dynamics,reviewer_b_evaluation,reviewer_b_lineage,reviewer_b_full_text_url,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
MWM-0242,EchoWorld: Learning Motion-Aware World Models for Echocardiography Probe Guidance,"Echocardiography is crucial for cardiovascular disease detection but relies heavily on experienced sonographers. Echocardiography probe guidance systems, which provide real-time movement instructions for acquiring standard plane images, offer a promising solution for AI-assisted or fully autonomous scanning. However, developing effective machine learning models for this task remains challenging, as they must grasp heart anatomy and the intricate interplay between probe motion and visual signals. To address this, we present EchoWorld, a motion-aware world modeling framework for probe guidance that encodes anatomical knowledge and motion-induced visual dynamics, while effectively leveraging past visual-motion sequences to enhance guidance precision. EchoWorld employs a pre-training strategy inspired by world modeling principles, where the model predicts masked anatomical regions and simulates the visual outcomes of probe adjustments. Built upon this pre-trained model, we introduce a motion-aware attention mechanism in the fine-tuning stage that effectively integrates historical visual-motion data, enabling precise and adaptive probe guidance. Trained on more than one million ultrasound images from over 200 routine scans, EchoWorld effectively captures key echocar-diographic knowledge, as validated by qualitative analysis. Moreover, our method significantly reduces guidance errors compared to existing visual backbones and guidance frameworks, excelling in both single-frame and sequential evaluation protocols. Code is available at https://github.com/LeapLabTHU/EchoWorld.",Yang Yue; Yulin Wang; Haojun Jiang; Pan Liu; Shiji Song; Gao Huang,2025,2025-04-17,arXiv (Cornell University),10.48550/arxiv.2504.13065,2504.13065,http://arxiv.org/abs/2504.13065,preprint,openalex,"""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,Learns motion-conditioned ultrasound state changes and reconstructs predicted visual outcomes of probe adjustments.,World-model outputs are inspected and sequential probe-guidance errors are measured in deployment-style evaluation.,Single identified arXiv preprint.,https://arxiv.org/pdf/2504.13065,include,include_empirical,Predicts motion-induced future ultrasound features and decodes held-out visual changes from probe movements.,"Shows generated motion outcomes, ablates motion modeling, and evaluates sequential probe guidance on held-out patients.",Later EchoWorld study related to Cardiac Copilot but with a distinct pretraining and sequential-guidance contribution.,https://arxiv.org/abs/2504.13065,include,empirical,include_empirical,reviewer_consensus,A: The learned motion dynamics are evaluated through predicted observations and sequential medical-probe control. B: The motion-conditioned visual model is empirically demonstrated and linked to sequential control performance.
MWM-0261,Learning Emotional Dynamics: A World Model Approach,"Traditional emotion recognition systems perform frame-wise classification of af-fective states, ignoring the rich temporal structure inherent in emotional experi-ences. This paper presents a novel framework for modeling emotional states asdynamical systems using world models adapted from reinforcement learning. Ourapproach learns compressed representations of physiological signals (blood volumepulse, electrodermal activity, and skin temperature) and predicts their temporalevolution through transformer-based dynamics modeling. We systematically com-pare three conditioning strategies—physiological signals, emotion labels, and ran-dom baseline—to establish causal relationships between information sources andprediction accuracy. Experiments on the WESAD dataset (N = 15 subjects, 3emotional states) demonstrate that physiological conditioning achieves 52.5% er-ror reduction compared to random baseline and outperforms label conditioning by34.1%. Multi-step rollout analysis reveals accurate predictions up to 5 timestepsahead (R2 = 0.74), suggesting a characteristic temporal horizon for emotional dy-namics. Optimal latent dimensionality (k = 5) balances classification accuracy(76% F1-score) with reconstruction fidelity (MSE=6.7 × 10−3). Our findings chal-lenge the dominant frame-wise paradigm in affective computing by demonstratingthat emotions exhibit learnable, structured dynamics, enabling not only recognitionbut forecasting of emotional states.Keywords: Affective Computing, World Models, Physiological Signals, Emotion Fore-casting, Causal Analysis, Deep Learning, Transformers, Time Series Prediction","Tian, Zhigang",2025,2025-11-14,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.17609413,,https://doi.org/10.5281/zenodo.17609413,article,openalex,"""world model"" physiology",open-access,include,include_empirical,"Learns autoregressive latent dynamics from blood-volume, electrodermal, and temperature signals.",Multi-step emotional-state rollouts are evaluated up to five steps with R-squared and prediction-error comparisons.,Single stable Zenodo scholarly record; no duplicate candidate identified.,https://doi.org/10.5281/zenodo.17609413,include,include_empirical,Learns transformer-based latent evolution of physiological affective signals.,"Reports multistep rollouts through five steps, R-squared, error reduction, and conditioning comparisons.",Distinct emotional-dynamics study; no duplicate record identified.,https://doi.org/10.5281/zenodo.17609413,include,empirical,include_empirical,reviewer_consensus,"A: The study directly evaluates learned dynamics of physiological signals, which meet the protocol’s physiological scope. B: The health-relevant affect dynamics are directly evaluated through multistep forecasting."
MWM-0263,Medical World Model,,Yijun Yang; Zhao-Yang Wang; Qiuping Liu; Shuwen Sun; Wang Kang; Rama Chellappa; Zongwei Zhou; Alan Yuille; Lei Zhu; Yu-Dong Zhang; Jieneng Chen,2025,2025-10-19,,10.1109/iccv51701.2025.00779,,https://doi.org/10.1109/iccv51701.2025.00779,conference-paper,openalex,"""medical world model""",indexed,include,include_empirical,Generates treatment-conditioned post-intervention tumor states and uses inverse dynamics for action selection.,Tumor simulations receive radiologist fidelity assessment and treatment-planning performance is quantitatively evaluated.,Peer-reviewed ICCV 2025 version retained; arXiv 2506.02327 is the same study and is not a separate candidate.,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Medical_World_Model_ICCV_2025_paper.html,include,include_empirical,Generates post-treatment tumor states under candidate clinical actions and scores their expected outcomes.,"Uses radiologist visual Turing tests, FID/LPIPS, treatment-selection metrics, and clinician decision comparisons.",Official ICCV/CVF version retained; no duplicate MeWM publication row identified.,https://openaccess.thecvf.com/content/ICCV2025/html/Yang_Medical_World_Model_ICCV_2025_paper.html,include,empirical,include_empirical,reviewer_consensus,A: The canonical publication directly evaluates medical future-state simulation and treatment planning. B: Treatment-conditioned disease simulation and decision support are directly evaluated.
MWM-0290,X-WIN: Building Chest Radiograph World Model via Predictive Sensing,"Chest X-ray radiography (CXR) is an essential medical imaging technique for disease diagnosis. However, as 2D projectional images, CXRs are limited by structural superposition and hence fail to capture 3D anatomies. This limitation makes representation learning and disease diagnosis challenging. To address this challenge, we propose a novel CXR world model named X-WIN, which distills volumetric knowledge from chest computed tomography (CT) by learning to predict its 2D projections in latent space. The core idea is that a world model with internalized knowledge of 3D anatomical structure can predict CXRs under various transformations in 3D space. During projection prediction, we introduce an affinity-guided contrastive alignment loss that leverages mutual similarities to capture rich, correlated information across projections from the same volume. To improve model adaptability, we incorporate real CXRs into training through masked image modeling and employ a domain classifier to encourage statistically similar representations for real and simulated CXRs. Comprehensive experiments show that X-WIN outperforms existing foundation models on diverse downstream tasks using linear probing and few-shot fine-tuning. X-WIN also demonstrates the ability to render 2D projections for reconstructing a 3D CT volume.","Yang, Zefan; Wang, Ge; Hendler, James; Kalra, Mannudeep K.; Yan, Pingkun",2025,2025-11-18,arXiv (Cornell University),,2511.14918,http://arxiv.org/abs/2511.14918,preprint,openalex,"""medical world model"";""world model"" clinical;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,Predicts latent chest-radiograph projections under controlled 3D view transformations.,Projection-derived volumetric reconstruction and representation performance are quantitatively evaluated.,Single identified arXiv preprint.,https://arxiv.org/pdf/2511.14918,include,include_empirical,Predicts chest-radiograph projection states under controlled 3D source rotations.,Evaluates rendered projections and CT reconstruction in addition to downstream CXR tasks.,Distinct X-WIN study; no duplicate record identified.,https://arxiv.org/abs/2511.14918,include,empirical,include_empirical,reviewer_consensus,A: The action-conditioned projection model is empirically evaluated for spatial medical-state reconstruction. B: The action-conditioned spatial transition capability receives direct reconstruction-based evaluation.
MWM-0294,Cardiac Copilot: Automatic Probe Guidance for Echocardiography with World Model,"Echocardiography is the only technique capable of real-time imaging of the heart and is vital for diagnosing the majority of cardiac diseases. However, there is a severe shortage of experienced cardiac sonographers, due to the heart's complex structure and significant operational challenges. To mitigate this situation, we present a Cardiac Copilot system capable of providing real-time probe movement guidance to assist less experienced sonographers in conducting freehand echocardiography. This system can enable non-experts, especially in primary departments and medically underserved areas, to perform cardiac ultrasound examinations, potentially improving global healthcare delivery. The core innovation lies in proposing a data-driven world model, named Cardiac Dreamer, for representing cardiac spatial structures. This world model can provide structure features of any cardiac planes around the current probe position in the latent space, serving as an precise navigation map for autonomous plane localization. We train our model with real-world ultrasound data and corresponding probe motion from 110 routine clinical scans with 151K sample pairs by three certified sonographers. Evaluations on three standard planes with 37K sample pairs demonstrate that the world model can reduce navigation errors by up to 33\% and exhibit more stable performance.",Haojun Jiang; Zhenguo Sun; Ning Jia; Meng Li; Yu Sun; Shaqi Luo; Shiji Song; Gao Huang,2024,2024-01-01,Lecture notes in computer science,10.1007/978-3-031-72378-0_18,2406.13165,https://doi.org/10.1007/978-3-031-72378-0_18,conference-paper,openalex,"""world model"" clinical;""world model"" echocardiography",indexed,include,include_empirical,Learns action-conditioned ultrasound observation dynamics for automatic echocardiography probe guidance.,Sequential guidance and target-plane errors are evaluated with the learned world model in the control loop.,Peer-reviewed MICCAI version retained; corresponding arXiv preprint used for full-text assessment.,https://arxiv.org/pdf/2406.13165,include,include_empirical,Cardiac Dreamer predicts the latent plane reached after a probe action and refines guidance from that imagined state.,Evaluates six-axis guidance MAE and stability across three target planes on held-out scans.,Peer-reviewed MICCAI/Springer paper; arXiv 2406.13165 is the same study.,https://arxiv.org/abs/2406.13165,include,empirical,include_empirical,reviewer_consensus,A: The medical world model is directly evaluated through action-conditioned probe control. B: The learned latent transition is used for internal guidance and evaluated through model-based navigation performance.
MWM-0315,World Models for General Surgical Grasping,"Intelligent vision control systems for surgical robots should adapt to unknown and diverse objects while being robust to system disturbances. Previous methods did not meet these requirements due to mainly relying on pose estimation and feature tracking. We propose a world-model-based deep reinforcement learning framework ""Grasp Anything for Surgery"" (GAS), that learns a pixel-level visuomotor policy for surgical grasping, enhancing both generality and robustness. In particular, a novel method is proposed to estimate the values and uncertainties of depth pixels for a rigid-link object's inaccurate region based on the empirical prior of the object's size; both depth and mask images of task objects are encoded to a single compact 3-channel image (size: 64x64x3) by dynamically zooming in the mask regions, minimizing the information loss. The learned controller's effectiveness is extensively evaluated in simulation and in a real robot. Our learned visuomotor policy handles: i) unseen objects, including 5 types of target grasping objects and a robot gripper, in unstructured real-world surgery environments, and ii) disturbances in perception and control. Note that we are the first work to achieve a unified surgical control system that grasps diverse surgical objects using different robot grippers on real robots in complex surgery scenes (average success rate: 69%). Our system also demonstrates significant robustness across 6 conditions including background variation, target disturbance, camera pose variation, kinematic control error, image noise, and re-grasping after the gripped target object drops from the gripper. Videos and codes can be found on our project page: https://linhongbin.github.io/gas/.",Hongbin Lin,2024,2024-07-15,arXiv (Cornell University),10.15607/rss.2024.xx.041,2405.17940,https://doi.org/10.15607/rss.2024.xx.041,conference-paper,crossref;openalex,"""surgical world model"";""world model"" patient",open-access,include,include_empirical,Learns visual outcome dynamics for candidate surgical grasp actions and model-based rollouts.,Closed-loop grasping success is evaluated in simulation and on a real surgical robot.,Peer-reviewed RSS version retained; corresponding arXiv preprint used for full-text assessment.,https://arxiv.org/pdf/2405.17940,include,include_empirical,DreamerV2 learns visual surgical-grasping dynamics and trains its policy on simulated latent rollouts.,"Evaluates model-based control in simulation and on real robots, including unseen objects and six disturbance conditions.",RSS 2024 paper; arXiv 2405.17940 is the same study.,https://arxiv.org/abs/2405.17940,include,empirical,include_empirical,reviewer_consensus,A: The learned surgical dynamics are empirically evaluated through model-based control. B: A learned surgical world model is evaluated through closed-loop planning and real-robot transfer.
MWM-0320,Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,"A prominent challenge of offline reinforcement learning (RL) is the issue of hidden confounding: unobserved variables may influence both the actions taken by the agent and the observed outcomes. Hidden confounding can compromise the validity of any causal conclusion drawn from data and presents a major obstacle to effective offline RL. In the present paper, we tackle the problem of hidden confounding in the nonidentifiable setting. We propose a definition of uncertainty due to hidden confounding bias, termed delphic uncertainty, which uses variation over world models compatible with the observations, and differentiate it from the well-known epistemic and aleatoric uncertainties. We derive a practical method for estimating the three types of uncertainties, and construct a pessimistic offline RL algorithm to account for them. Our method does not assume identifiability of the unobserved confounders, and attempts to reduce the amount of confounding bias. We demonstrate through extensive experiments and ablations the efficacy of our approach on a sepsis management benchmark, as well as on electronic health records. Our results suggest that nonidentifiable hidden confounding bias can be mitigated to improve offline RL solutions in practice.",Alizée Pace; Hugo Yèche; Bernhard Schölkopf; Gunnar Rätsch; Guy Tennenholtz,2023,2023-06-01,arXiv (Cornell University),10.48550/arxiv.2306.01157,2306.01157,http://arxiv.org/abs/2306.01157,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,Learns a set of compatible patient transition models to represent hidden-confounding ambiguity.,Policies planned across the learned models are evaluated on sepsis and other offline decision tasks.,Single identified arXiv preprint.,https://arxiv.org/pdf/2306.01157,include,include_empirical,Learns multiple observationally compatible world models to characterize counterfactual transition uncertainty.,Evaluates pessimistic offline policies and counterfactual value variation on sepsis simulations and EHR data.,Distinct Delphic ORL study; no duplicate record identified.,https://arxiv.org/abs/2306.01157,include,empirical,include_empirical,reviewer_consensus,A: The study learns transition dynamics and evaluates robust model-based clinical policy selection. B: Learned world models are empirically used to compare counterfactual policies in a medical sequential-decision setting.
MWM-0369,Data-Efficient Reinforcement Learning for Malaria Control,"Sequential decision-making under cost-sensitive tasks is prohibitively daunting, especially for the problem that has a significant impact on people's daily lives, such as malaria control, treatment recommendation. The main challenge faced by policymakers is to learn a policy from scratch by interacting with a complex environment in a few trials. This work introduces a practical, data-efficient policy learning method, named Variance-Bonus Monte Carlo Tree Search~(VB-MCTS), which can copy with very little data and facilitate learning from scratch in only a few trials. Specifically, the solution is a model-based reinforcement learning method. To avoid model bias, we apply Gaussian Process~(GP) regression to estimate the transitions explicitly. With the GP world model, we propose a variance-bonus reward to measure the uncertainty about the world. Adding the reward to the planning with MCTS can result in more efficient and effective exploration. Furthermore, the derived polynomial sample complexity indicates that VB-MCTS is sample efficient. Finally, outstanding performance on a competitive world-level RL competition and extensive experimental results verify its advantage over the state-of-the-art on the challenging malaria control task.",Lixin Zou,2021,2021-08-01,arXiv (Cornell University),10.24963/ijcai.2021/71,2105.01620,https://doi.org/10.24963/ijcai.2021/71,conference-paper,openalex,"""world model"" treatment",open-access,include,include_empirical,Learns Gaussian-process malaria transmission transitions used for internal planning.,Model-predictive tree search is evaluated for intervention effectiveness and data efficiency.,Peer-reviewed IJCAI version retained; corresponding arXiv preprint used for full-text assessment.,https://arxiv.org/pdf/2105.01620,include,include_empirical,Fits Gaussian-process transition dynamics and uses them for variance-aware MCTS planning.,Evaluates sample efficiency and policy performance in the malaria-control environment against exploration baselines.,IJCAI 2021 paper; arXiv 2105.01620 is the same study.,https://arxiv.org/abs/2105.01620,include,empirical,include_empirical,reviewer_consensus,A: Learned epidemiological dynamics are empirically evaluated for health-intervention planning. B: The learned disease-control transition model is empirically evaluated through model-based planning.
MWM-S002,Xray2Xray: World Model from Chest X-rays with Volumetric Context,"The model learns latent transition dynamics between chest-radiograph projection angles, evaluates synthesis and volumetric reconstruction, and transfers the representation to diagnosis and cardiovascular-risk prediction. Projection angle functions as a non-therapeutic acquisition action.",Zefan Yang; X. Michael Song; Xuanang Xu; Yongyi Shi; Ge Wang; Mannudeep K. Kalra; Pingkun Yan,2025,2025-06-17,arXiv,10.48550/arxiv.2506.19055,2506.19055,https://arxiv.org/abs/2506.19055,preprint,citation_chasing,Chen et al. 2026 empirical subset,open-access,include,include_empirical,Predicts chest X-ray projections under specified 3D rotations using volumetric context.,Predicted views are evaluated through projection fidelity and CT reconstruction performance.,Single identified arXiv preprint with a distinct model contribution.,https://arxiv.org/pdf/2506.19055,include,include_empirical,Learns projection-transition dynamics across chest X-ray viewing angles with explicit rotation actions.,"Evaluates novel-view synthesis and reconstruction using PSNR/SSIM, alongside clinical transfer tasks.",Distinct Xray2Xray study; no duplicate record identified.,https://arxiv.org/abs/2506.19055,include,empirical,include_empirical,reviewer_consensus,A: The model directly evaluates action-conditioned medical projection dynamics. B: The action-conditioned projection model receives direct future-view fidelity evaluation.
MWM-S003,Treatment-aware Diffusion Probabilistic Model for Longitudinal MRI Generation and Diffuse Glioma Growth Prediction,"A treatment- and time-conditioned diffusion model predicts future multiparametric MRI and tumor masks from real postoperative longitudinal glioma data. Evaluation covers future image generation, serial tumor segmentation, growth prediction, and uncertainty under recorded treatment plans.",Qinghui Liu; Elies Fuster-García; Ivar Thokle Hovden; Bradley J. MacIntosh; Edvard Grødem; Petter Brandal; Carles Lopez-Mateu; Donatas Sederevičius; Karoline Skogen; Till Schellhorn,2024,2024-09-01,MICCAI 2024 / arXiv,10.48550/arxiv.2309.05406,2309.05406,https://arxiv.org/abs/2309.05406,conference-paper,citation_chasing,Chen et al. 2026 treatment-response citation,peer-reviewed,include,include_empirical,Learns treatment-aware longitudinal diffusion dynamics for future glioma MRI generation.,Future MRI fidelity and tumor-growth prediction are evaluated against longitudinal follow-up scans.,Single identified arXiv record for the treatment-aware longitudinal MRI study.,https://arxiv.org/pdf/2309.05406,include,include_empirical,"Generates future multimodal MRI and tumor masks conditioned on prior scans, treatment, and target time.","Evaluates longitudinal image fidelity, tumor-growth segmentation, and uncertainty on held-out glioma trajectories.",Distinct treatment-aware glioma study; not a duplicate of the later MeWM paper.,https://arxiv.org/abs/2309.05406,include,empirical,include_empirical,reviewer_consensus,A: The study directly evaluates treatment-conditioned future disease imaging. B: Treatment-conditioned disease progression and future observations are directly evaluated.
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,"A surgical video world model generates synthetic procedures, an inverse-dynamics model infers pseudo-kinematics, and the resulting paired video-action data train a vision-language-action policy. The policy is evaluated on a real surgical robot and compared with training on real demonstrations alone.",Yufan He; Pengfei Guo; Mengya Xu; Zhaoshuo Li; Andriy Myronenko; Dillan Imans; Bingjie Liu; Dongren Yang; Mingxue Gu; Yongnan Ji,2025,2025-12-29,arXiv,10.48550/arxiv.2512.23162,2512.23162,https://arxiv.org/abs/2512.23162,preprint,citation_chasing,surgical world-model citation search,open-access,include,include_empirical,Learns action-conditioned future surgical video dynamics for robot-policy learning.,"Generated rollouts are evaluated with video metrics and clinical ratings, and derived policies are tested on tasks.",Single identified arXiv preprint with a distinct policy-learning contribution.,https://arxiv.org/pdf/2512.23162,include,include_empirical,Adapts a video world model to predict future surgical trajectories from an initial frame and action text.,"Evaluates FVD/VBench, expert-rated surgical fidelity, few-shot adaptation, and real-robot policies trained with generated rollouts.",Distinct Cosmos-H-Surgical study; related Open-H and Dreams papers have separate contributions.,https://arxiv.org/abs/2512.23162,include,empirical,include_empirical,reviewer_consensus,A: The surgical world model directly evaluates future observations and downstream model-based policy behavior. B: The surgical future generator and its downstream embodied utility are empirically evaluated.
MWM-S005,Surgical Vision World Model,The study learns latent actions from unlabeled surgical video and uses them to generate action-controllable surgical observations. Experiments on SurgToolLoc-2022 assess the learned action space and generated-video behavior for interactive surgical simulation.,Saurabh Koju; Saurav Bastola; Prashant Shrestha; Sanskar Amgain; Yash Raj Shrestha; Rudra P. K. Poudel; Binod Bhattarai,2025,2025-03-03,arXiv,10.48550/arxiv.2503.02904,2503.02904,https://arxiv.org/abs/2503.02904,preprint,citation_chasing,Chen et al. 2026 surgical citation,open-access,include,include_empirical,Autoregressively predicts future surgical video states from observed procedure context.,"Future frames are evaluated with PSNR, SSIM, and video-distribution metrics over rollouts.",Single identified arXiv preprint.,https://arxiv.org/pdf/2503.02904,include,include_empirical,Infers latent surgical actions and predicts future video tokens from current state and action embeddings.,"Evaluates multi-frame generation fidelity and action controllability with PSNR, SSIM, FVD, and action perturbations.",Distinct Surgical Vision World Model study; no duplicate record identified.,https://arxiv.org/abs/2503.02904,include,empirical,include_empirical,reviewer_consensus,A: The study directly evaluates generated future surgical observations. B: The learned action-conditioned surgical dynamics model is directly evaluated.
MWM-S006,Surgical Procedural Planning as 3D World Modelling: Towards Automated Pulmonary Resection,"A 3D medical world model combines CT-and-text perception, an action-conditioned diffusion simulator of anatomical changes, and a decision engine that searches feasible pulmonary-resection sequences. Evaluation on clinical cases reports step-level planning performance and surgeon ratings of feasibility and lung preservation.",Zhen Zhang; Zhaorong Dong; Xiao Yang; Liqin Huang; Qiang Wu; Taidui Zeng; Hanyu Zheng; Mingjing Yang; Shaohua Zheng; Wangbin Ding; Lin Pan,2026,2026-06-01,CVPR 2026 Workshops,,,https://www.openaccess.thecvf.com/content/CVPR2026F/html/Zhang_Surgical_Procedural_Planning_as_3D_World_Modelling_Towards_Automated_Pulmonary_CVPRF_2026_paper.html,conference-paper,citation_chasing,CVPR 2026 official proceedings search,peer-reviewed,include,include_empirical,Uses an action-conditioned 3D diffusion simulator to predict anatomical changes after pulmonary-resection steps.,"Clinical cases are evaluated for step planning, feasibility, preservation, and surgeon-assessed quality.",Peer-reviewed CVPR 2026 Workshops paper; no duplicate candidate identified.,https://www.openaccess.thecvf.com/content/CVPR2026F/html/Zhang_Surgical_Procedural_Planning_as_3D_World_Modelling_Towards_Automated_Pulmonary_CVPRF_2026_paper.html,include,include_empirical,Uses an action-conditioned 3D diffusion model as an anatomical consequence module inside procedural planning.,"Evaluates clinical planning and ablates the simulator, with marked losses in step, critical-step, overlap, and semantic metrics.",Official CVPR 2026 workshop paper; distinct from other surgical world-model records.,https://www.openaccess.thecvf.com/content/CVPR2026F/html/Zhang_Surgical_Procedural_Planning_as_3D_World_Modelling_Towards_Automated_Pulmonary_CVPRF_2026_paper.html,include,empirical,include_empirical,reviewer_consensus,A: The medical 3D world model directly evaluates anatomical action consequences and procedural planning. B: The learned action-response model is empirically evaluated through its contribution to internal surgical planning.
