audit_id,stratum,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason
AUD-2cc6cfea5438,alternate_dynamics_enriched,Mobility traces and spreading of COVID-19,"1 Executive summary We use human mobility models, for which we are experts, and attach a virus infection dynamics to it, for which we are not experts but have taken it from the literature, including recent publications. This results in a virus spreading dynamics model. The results should be verified, but because of the current time pressure, we publish them in their current state. Recommendations for improvement are welcome. We come to the following conclusions: Complete lockdown works . About 10 days after lockdown, the infection dynamics dies down. This assumes that lockdown is complete, which can be guaranteed in the simulation, but not in reality. Still, it gives strong support to the argument that it is never too late for complete lockdown. As a rule of thumb, we would suggest complete lockdown no later than once 10% of hospital capacities available for COVID-19 are in use , and possibly much earlier. This is based on the following insights: Even after lockdown, the infection dynamics continues at home, leading to another tripling of the cases before the dynamics is slowed. There will be many critical cases coming from people who were infected before lockdown. Because of the exponential growth dynamics, their number will be large. Researchers with more detailed disease progression models should improve upon these statements. Our simulations say that complete removal of infections at child care, primary schools, workplaces and during leisure activities will not be enough to sufficiently slow down the infection dynamics . It would have been better, but still not sufficient, if initiated earlier. Infections in public transport play an important role . In the simulations shown later, removing infections in the public transport system reduces the infection speed and the height of the peak by approximately 20%. Evidently, this depends on the infection parameters, which are not well known. – This does not point to reducing public transport capacities as a reaction to the reduced demand, but rather use it for lower densities of passengers and thus reduced infection rates. In our simulations, removal of infections at child care, primary schools, workplaces, leisure activities, and in public transport may barely have been sufficient to control the infection dynamics if implemented early on. Now according to our simulations it is too late for this, and (even) harsher measures will have to be initiated until possibly a return to such a restrictive, but still somewhat functional regime will again be possible. Evidently, all of these results have to be taken with care. They are based on preliminary infection parameters taken from the literature, used inside a model that has more transport/movement details than all others that we are aware of but still not enough to describe all aspects of reality, and suffer from having to write computer code under time pressure. Optimally, they should be confirmed independently. Short of that, given current knowledge we believe that they provide justification for “complete lockdown” at the latest when about 10% of available hospital capacities for COVID-19 are in use (and possibly earlier; we are no experts of hospital capabilities). 1 What was not investigated in detail in our simulations was contact tracing, i.e. tracking down the infection chains and moving all people along infection chains into quarantine. The case of Singapore has so far shown that this may be successful. Preliminary simulation of that tactic shows that it is difficult to implement for COVID-19, since the incubation time is rather long, people are contagious before they feel sick, or maybe never feel sufficiently sick at all. We will investigate in future work if and how contact tracing can be used together with a restrictive, but not totally locked down regime. When opening up after lockdown, it would be important to know the true fraction of people who are already immune, since that would slow down the infection dynamics by itself. For Wuhan, the currently available numbers report that only about 0.1% of the population was infected, which would be very far away from “herd immunity”. However, there have been and still may be many unknown infections (Frankfurter Allgemeine Zeitung GmbH 2020).","Müller SA, Balmer M, Neumann A, Nagel K.",2020,2020-03-30,,10.1101/2020.03.27.20045302,,https://europepmc.org/article/PPR/PPR130633,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-0b39e7f4f951,alternate_dynamics_enriched,Model-based and model-free valuation signals in the human brain vary markedly in relation to individual differences in behavioral control.,"Human action selection under reinforcement is believed to rely on two distinct strategies: model-free and model-based reinforcement learning. While behavior in sequential decision-making tasks often reflects a mixture of both, the neural basis of individual differences in their expression remains unclear. Here, we conduct a large-scale fMRI study with 179 participants performing a variant of the two-step task. Using both cluster-defined subgroups and computational parameter estimates, we find that in the ventromedial prefrontal cortex, model-based value signals are strongly linked to the degree of model-based behavioral reliance, whereas model-free signals are ubiquitous across individuals regardless of model-free behavioral influence. Individuals lacking model-based behaviors and model-based neural signals, exhibit impaired state prediction errors (a key signal for learning a model of the environment) in the dorsolateral prefrontal cortex and intraparietal sulcus, suggesting that reduced model-based control may depend in part on underlying difficulties in forming accurate model-based predictions.","Ding W, Cockburn J, Simon JP, Johri A, Cho SJ, Oh S, Feusner JD, Tadayonnejad R, O'Doherty JP.",2026,2026-06-01,,10.1016/j.celrep.2026.117454,,https://europepmc.org/article/MED/42228569,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-fa60370df827,alternate_dynamics_enriched,Model-based reinforcement learning for ultrasound-driven autonomous microrobots.,"Reinforcement learning is emerging as a powerful tool for microrobots control, as it enables autonomous navigation in environments where classical control approaches fall short. However, applying reinforcement learning to microrobotics is difficult due to the need for large training datasets, the slow convergence in physical systems and poor generalizability across environments. These challenges are amplified in ultrasound-actuated microrobots, which require rapid, precise adjustments in high-dimensional action space, which are often too complex for human operators. Addressing these challenges requires sample-efficient algorithms that adapt from limited data while managing complex physical interactions. To meet these challenges, we implemented model-based reinforcement learning for autonomous control of an ultrasound-driven microrobot, which learns from recurrent imagined environments. Our non-invasive, AI-controlled microrobot offers precise propulsion and efficiently learns from images in data-scarce environments. On transitioning from a pretrained simulation environment, we achieved sample-efficient collision avoidance and channel navigation, reaching a 90% success rate in target navigation across various channels within an hour of fine-tuning. Moreover, our model initially generalized successfully in 50% of tasks in new environments, improving to over 90% with 30 min of further training. We further demonstrated real-time manipulation of microrobots in complex vasculatures under both static and flow conditions, thus underscoring the potential of AI to revolutionize microrobotics in biomedical applications.","Medany M, Piglia L, Achenbach L, Mukkavilli SK, Ahmed D.",2025,2025-06-26,,10.1038/s42256-025-01054-2,,https://europepmc.org/article/MED/40709099,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-00558f757aa0,alternate_dynamics_enriched,Prefrontal meta-control incorporating mental simulation enhances the adaptivity of reinforcement learning agents in dynamic environments.,"Introduction Recent advances in computational neuroscience highlight the significance of prefrontal cortical meta-control mechanisms in facilitating flexible and adaptive human behavior. In addition, hippocampal function, particularly mental simulation capacity, proves essential in this adaptive process. Rooted from these neuroscientific insights, we present Meta-Dyna , a novel neuroscience-inspired reinforcement learning architecture that demonstrates rapid adaptation to environmental dynamics whilst managing variable goal states and state-transition uncertainties. Methods This architectural framework implements prefrontal meta-control mechanisms integrated with hippocampal replay function, which in turn optimized task performance with limited experiences. We evaluated this approach through comprehensive experimental simulations across three distinct paradigms: the two-stage Markov decision task, which frequently serves in human learning and decision-making research; stochastic GridWorldLoCA , an established benchmark suite for model-based reinforcement learning; and a stochastic Atari Pong variant incorporating multiple goals under uncertainty. Results Experimental results demonstrate Meta-Dyna 's superior performance compared with baseline reinforcement learning algorithms across multiple metrics: average reward, choice optimality, and a number of trials for success. Discussions These findings advance our understanding of computational reinforcement learning whilst contributing to the development of brain-inspired learning agents capable of flexible, goal-directed behavior within dynamic environments.","Kim J, Lee JH.",2025,2025-03-27,,10.3389/fncom.2025.1559915,,https://europepmc.org/article/MED/40212888,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-82f6e10de1f4,alternate_dynamics_enriched,Role of health digital twins in oncology drug development - a primer,"Health Digital Twins (HDTs) have attracted increasing interest as a potential tool for improving both patient care and clinical research, particularly in oncology where clinical trials remain slow, costly, and operationally complex. This primer introduces the concept of digital twins in a form accessible to professionals involved in oncology clinical research and outlines the main components of health digital twins, describes how these systems are generated, and highlights their potential relevance to oncology trials. HDTs are personalized, dynamically updated, predictive, and decision-informing computational representations that integrate clinical records, laboratory measurements, imaging, pathology, and molecular data. The generation of an HDT begins with the integration of multiple sources of information to create a digital representation that reflects the patient's disease state and can be updated as new information becomes available. These systems may be built using data-driven AI models, mechanistic physiological models, or hybrid approaches that combine both. Emerging HDT-based approaches have been proposed as a means of addressing several of the structural limitations of oncology trials by enabling in-silico experimentation, improved biological stratification of patients, and more efficient use of longitudinal real-world and historical data. In early-phase studies, HDTs can support dose selection, safety evaluation, and cohort selection, while in later phases they may contribute to optimized trial designs, synthetic control arms, and adaptive trial methodologies. These applications may reduce patient enrolment time, improve efficiency, and support simulation-driven decision-making. Despite this promise, the application of HDTs remains associated with technical, ethical, regulatory, and data-governance challenges, including data quality, model validity, bias, and uncertainty. Regulatory agencies currently view HDTs as complementary tools within model-informed drug development rather than as replacements for conventional clinical evidence. In conclusion, HDTs have the potential to transform clinical trials by enabling personalized treatments, optimizing trial design, and facilitating predictive analytics, although their applications remain emerging and require further validation, governance frameworks, and regulatory alignment to support widespread adoption.",Maria Garcia Requesens; Arun K. Mankan; Luca Cantini; Marco Calabresi; Laura Vidal; Joan Brown; Steven Lang; Bobby Kaura; Kirill Veselkov; Ioannis Xénarios; Kamal S. Saini,2026,2026-08-24,Frontiers in Oncology,10.3389/fonc.2026.1885797,,https://doi.org/10.3389/fonc.2026.1885797,article,['openalex'],"['""world model"" clinical', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-33a686ae8415,alternate_dynamics_enriched,Structural requirements for intelligent clinical digital twins in feedback-driven care,"Clinical digital twins are increasingly promoted for decision support, yet most are designed and validated for prediction under observed care rather than decision-support validity. We identify four structural requirements for intelligent clinical digital twins used in bidirectional clinical care. Using Alzheimer's disease and related dementias as an example, we show how routine deployment can induce care-path-dependent epistemic drift despite stable predictive performance.",Yanfei Wang; Glenn E. Smith; Gloria P. Lipori; Ramon C. Sun; Elizabeth Shenkman; Mei Liu; Yonghui Wu; Yi Guo,2026,2026-09-02,npj Health Systems,10.1038/s44401-026-00143-7,,https://doi.org/10.1038/s44401-026-00143-7,article,['openalex'],"['""world model"" EHR', '""world model"" clinical']",open-access,world-model phrase absent from title and abstract
AUD-0f4c587f0fe3,alternate_dynamics_enriched,The Anterior Cingulate Cortex Predicts Future States to Mediate Model-Based Action Selection.,"Behavioral control is not unitary. It comprises parallel systems, model based and model free, that respectively generate flexible and habitual behaviors. Model-based decisions use predictions of the specific consequences of actions, but how these are implemented in the brain is poorly understood. We used calcium imaging and optogenetics in a sequential decision task for mice to show that the anterior cingulate cortex (ACC) predicts the state that actions will lead to, not simply whether they are good or bad, and monitors whether outcomes match these predictions. ACC represents the complete state space of the task, with reward signals that depend strongly on the state where reward is obtained but minimally on the preceding choice. Accordingly, ACC is necessary only for updating model-based strategies, not for basic reward-driven action reinforcement. These results reveal that ACC is a critical node in model-based control, with a specific role in predicting future states given chosen actions.","Akam T, Rodrigues-Vaz I, Marcelo I, Zhang X, Pereira M, Oliveira RF, Dayan P, Costa RM.",2021,2020-11-04,Neuron,10.1016/j.neuron.2020.10.013,,https://europepmc.org/article/MED/33152266,article,"['europe_pmc', 'openalex']","['""world model"" physiology', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-5b8afa4dfc3d,alternate_dynamics_enriched,Towards Effective Patient Simulators,"In this paper we give an overview of the field of patient simulators and provide qualitative and quantitative comparison of different modeling and simulation approaches. Simulators can be used to train human caregivers but also to develop and optimize algorithms for clinical decision support applications and test and validate interventions. In this paper we introduce three novel patient simulators with different levels of representational accuracy: HeartPole, a simplistic transparent rule-based system, GraphSim, a graph-based model trained on intensive care data, and Auto-ALS-an adjusted version of an educational software package used for training junior healthcare professionals. We provide a qualitative and quantitative comparison of the previously existing as well as proposed simulators.",Vadim Liventsev; Aki Härmä; Milan Petković,2021,2021-12-15,Frontiers in Artificial Intelligence,10.3389/frai.2021.798659,,https://doi.org/10.3389/frai.2021.798659,article,['openalex'],"['""world model"" EHR', '""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-5087605e130b,alternate_dynamics_enriched,Towards Surgical World-Action Modeling: A Preliminary Joint Visual-Trajectory Forecasting for Surgical Motion Planning,"Reliable surgical planning requires models to anticipate not only how instruments will move, but also how the operative visual state will evolve together with such motion. Existing approaches typically treat future scene generation and instrument trajectory prediction as two separate tasks. Scene-only models cannot directly evaluate the accuracy of future instrument motion at the trajectory level, while trajectory-only models fail to capture the visual consequences of instrument movement, leaving the consistency between predicted trajectories and future scene evolution unaddressed. Jointly forecasting both provides a more complete account of surgical action-scene dynamics by enabling explicit trajectory-level evaluation while simultaneously modeling the corresponding visual evolution. To bridge this gap, we present a preliminary joint visual-trajectory world-action model that simultaneously forecasts future visual states and instrument trajectories from historical surgical observations. Specifically, we encode historical video frames and tool trajectories into latent representations, which are processed by a temporal-spatial encoder and subsequently decoded through separate visual-state and trajectory prediction heads. Based on this preliminary architecture, a chunked autoregressive rollout is repeatedly applied to predict fifteen future steps. The chunked strategy consistently outperforms direct one-shot prediction across all evaluated horizons, improving first-segment PSNR from 18.86 to 23.11 dB and reducing ADE from 45.77 to 22.22 pixels. These results demonstrate the initial feasibility of joint visual-motion forecasting. However, we observe progressive visual degradation and accumulated trajectory errors over longer prediction horizons, which remain important challenges for future surgical world-action modeling.",Weiliang Huang; Huanrong Liu; Bob Zhang; Qi Dou; Zhen Chen; Yun Gu; Guy Rosman; Qingbiao Li,2026,2026-08-20,arXiv (Cornell University),10.48550/arxiv.2608.20284,2608.20284,https://arxiv.org/abs/2608.20284,preprint,['openalex'],"['""surgical world model""']",open-access,world-model phrase absent from title and abstract
AUD-0bb84aa3bd2f,phrase_absent_random,Mapping pesticide mixtures to cancer risk at the country scale with spatial exposomics.,"Despite decades of concern over the carcinogenic potential of agricultural pesticides, toxicological studies relying on single endpoints have yet to establish a definitive link between environmental pesticide exposure and cancer in real-world contexts. Here we use an integrative spatial Bayesian framework that merges high-resolution environmental pesticide risk modelling with comprehensive cancer registry data to map pesticide-linked cancer clusters in Peru with unprecedented precision. Our process-based model, encompassing 31 key pesticide active ingredients, together with an innovative stratification of cancer cases by developmental lineage, reveals a robust spatial association between environmental pesticide exposure risk and cancer incidence. In pesticide-associated cancer hotspots, exposomic profiling of liver tissue-a primary target of chemical carcinogens-uncovers a distinct transcriptomic signature of pesticide exposure, implicating a non-genotoxic mode of action that disrupts core regulatory circuitries sustaining cell identity. Collectively, these findings strongly support a mechanistic link between pesticide exposure and cancer, challenging assumptions of human non-carcinogenicity derived from reductionist experimental models. This study redefines the exposome as a lineage-conditioned, mechanistically tractable framework and shows how complex pesticide mixtures can contribute to carcinogenic trajectories, with profound and far-reaching implications for global health policy and socio-ecological equity.","Honles J, Cerapio JP, Monge C, Marchio A, Ruiz E, Fernández R, Casavilca-Zambrano S, Contreras-Mancilla J, Vidaurre T, Condom T, Zerathe S, Dangles O, Deharo É, Herrera-Zuñiga J, Pineau P, Bertani S.",2026,2026-04-01,,10.1038/s44360-026-00087-0,,https://europepmc.org/article/MED/42111112,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-269342174363,phrase_absent_random,Informing and Evaluating Educational Applications With the Kirkpatrick Model in Virtual Environments: Using a Virtual Human Scenario to Measure Communication Skills Behavior Change,"Increasingly, virtual environments are being used in educational and training applications. As with other types of applications that use virtual environments, these scenarios must be evaluated in terms of user experience. However, they also should be evaluated on the efficacy of the training or learning provided, so as to ensure learning transfer. Frameworks, such as the Kirkpatrick Model, exist to evaluate training scenarios, but application of these frameworks has not been fully utilized in development of virtual environment-based education and training. To address this gap and to also share our process with other virtual environment developers, we discuss our experience applying the Kirkpatrick Model to an existing virtual human (VH) application for medical communication skills training. The Kirkpatrick Model provides different levels of evaluation for training programs that include learners’ reactions to the training, the knowledge acquired from the training, behaviors indicating the training was applied, and the degree high-level results were impacted as a result of the training. While we discuss all of the Model’s levels, our focus for this work is Level 3 Behavior. The Kirkpatrick Model currently recommends that behavioral change may only be measured while a trainee is working in a real-world context. However, given existing evidence that VH applications have been shown to elicit real-world behaviors from participants, we suggest that VH training scenarios may be a method of measuring Behavior level metrics before trainees are evaluated in situ. Initial support for this suggestion is provided by our study examining whether VHs can elicit changes in communication skills learners’ message production behavior over time. This study indicates that learners displayed changes in several metrics over the course of the semester. Based on this finding, we suggest a direction for future research: observing learner behavior in a virtual environment as a pre-cursor to behavioral measures while in a real-world scenario.",Stephanie Carnell; Alexandre Gomes de Siqueira; Anna Miles; Benjamin Lok,2022,2022-04-14,Frontiers in Virtual Reality,10.3389/frvir.2022.810797,,https://doi.org/10.3389/frvir.2022.810797,article,['openalex'],"['""world model"" medicine', '""world model"" patient']",open-access,world-model phrase absent from title and abstract
