candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,preprocessing_reproducibility,"2: surgery, stimulation, processing, latent model, CV, and NMPC detailed","Strong: protocol, signals, normalization, equations/hyperparameters, versions, code, data available","Strong: protocol, signals, normalization, equations/hyperparameters, versions, code, data available",Methods plus Data/Code availability,Primary publication supports Reviewer B's more precise formulation for preprocessing_reproducibility; no incompatible claim from Reviewer A was carried forward.
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,randomness,"2: Gaussian initialization/noise, repeated training/simulation, random subpopulations; seeds unstated",Gaussian initialization/noise; five feedforward repeats and 30 control simulations; exact seeds NI,Gaussian initialization/noise; five feedforward repeats and 30 control simulations; exact seeds NI,Methods plus Data/Code availability,Primary publication supports Reviewer B's more precise formulation for randomness; no incompatible claim from Reviewer A was carried forward.
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,evidence_anchors,"Primary article Figs. 1-7; pp. 12-18 Methods, H-BIND, CV, NMPC, statistics, availability; stable DOI","Results Figs. 2-7, especially Figs. 6-7; Methods Animals/stimulation/H-BIND/k-fold/NMPC/statistics; Data/Code availability",Primary article Figs. 1-7; H-BIND prediction and k-fold Methods; NMPC Methods and Supplementary Fig. 14 stable/unstable targets; statistics; Data/Code availability,Full primary journal PDF,Primary publication resolves evidence_anchors to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,appraisal_strengths,"Interpretable dynamics, individualized CV, open-loop comparator, stability stress, repeated simulation, and public code/data","Mechanism-linked dynamics, individualized CV, real stimulus data, quantitative errors, control comparator, public data/code","Mechanism-linked dynamics, individualized CV, real stimulus data, quantitative errors, control comparator, public data/code",Full primary journal PDF,Primary publication supports Reviewer B's more precise formulation for appraisal_strengths; no incompatible claim from Reviewer A was carried forward.
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,appraisal_limitations,"Ten anesthetized rats, few trials, no external/human or in-vivo closed loop, no calibration, and translation risk","10 anesthetized rats, within-animal folds, no independent validation/calibration, closed loop only in silico","10 anesthetized rats, within-animal folds, no independent validation/calibration, closed loop only in silico",Full primary journal PDF,Primary publication supports Reviewer B's more precise formulation for appraisal_limitations; no incompatible claim from Reviewer A was carried forward.
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,source_status,Full primary journal PDF inspected,Exact open full text inspected through Europe PMC/PMC,Exact open primary npj Digital Medicine PDF inspected from DOI 10.1038/s41746-025-01635-w,npj Digital Medicine title page and DOI,Primary publication resolves source_status to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,primary_source_url,https://arxiv.org/abs/2406.19756,https://arxiv.org/abs/2406.19756v2,https://arxiv.org/abs/2406.19756v2,arXiv:2406.19756v2 title page,Primary publication resolves primary_source_url to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,publication_status,arXiv v2 corresponding to 2024 ASMUS/MICCAI workshop chapter,arXiv v2 corresponding to ASMUS/MICCAI 2024 workshop chapter,arXiv v2 corresponding to ASMUS/MICCAI 2024 workshop chapter,arXiv:2406.19756v2 title page,Primary publication supports Reviewer B's more precise formulation for publication_status; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,domain,Cardiac ultrasound acquisition and probe guidance,Echocardiography acquisition and probe guidance,Echocardiography acquisition and probe guidance,Sec. 3.1 Dataset and split,Primary publication supports Reviewer B's more precise formulation for domain; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,dataset_or_cohort,Ten echocardiographic views from 364 routine scans by three certified sonographers,Expert acquisitions of ten standard views with paired ultrasound frames and 6-DoF probe poses,Expert acquisitions of ten standard views with paired ultrasound frames and 6-DoF probe poses,Sec. 3.1 Dataset and split,Primary publication supports Reviewer B's more precise formulation for dataset_or_cohort; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,sample_scale,1.36 million image/pose pairs; 290 scans and 1.07 million train samples; 74 scans and 0.29 million test samples,"364 routine scans/1.36M pairs; 290 scans/1.07M train, 74 scans/0.29M test","364 routine scans/1.36M pairs; 290 scans/1.07M train, 74 scans/0.29M test",Sec. 3.1 Dataset and split,Primary publication supports Reviewer B's more precise formulation for sample_scale; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,institution_count,NI: institution count not reported,NI: site count not reported,NI: site count not reported,Sec. 3.1 Dataset and split,Primary publication supports Reviewer B's more precise formulation for institution_count; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,split_strategy,Scan/individual-disjoint 290/74 split; pretraining on train only; downstream evaluation on held-out scans,Person-disjoint 290/74 scan split; pretraining train only; downstream fine-tunes train/evaluates test,Person-disjoint 290/74 scan split; pretraining train only; downstream fine-tunes train/evaluates test,Sec. 3.1 Dataset and split,Primary publication supports Reviewer B's more precise formulation for split_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,observation_process,Sequential 2D ultrasound frames with six-DOF poses; source/target separated by at least 150 frames,Dense expert frame/pose pairs; source/target frames from same person separated by at least 150 frames,Dense expert frame/pose pairs; source/target frames from same person separated by at least 150 frames,Sec. 3.1 Dataset and split,Primary publication supports Reviewer B's more precise formulation for observation_process; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,missingness,0: missing frames/poses and exclusions not discussed,"NI: frame/pose missingness, exclusions, and QC attrition not reported","NI: frame/pose missingness, exclusions, and QC attrition not reported",Sec. 3.1 Dataset and split,Primary publication supports Reviewer B's more precise formulation for missingness; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,censoring_or_competing_events,NA: imaging acquisition task,NA: fixed scan/frame dataset,NA: fixed scan/frame dataset,Sec. 3.1 Dataset and split,Primary publication supports Reviewer B's more precise formulation for censoring_or_competing_events; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,state,Source-plane context features and 2D position,ViT representation of source ultrasound patches and masked 2D anatomy,ViT representation of source-image context and masked 2D anatomy; task-relevant state fidelity is assessed only indirectly through downstream pose error,Sec. 2.2 and Fig. 2,Primary publication resolves state to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,observation_decoder,Target-plane latent features and downstream six-DOF probe adjustment,Predicts target-plane feature blocks; downstream predicts 6-DoF adjustment,Predicts target-plane feature blocks; downstream predicts 6-DoF adjustment,Sec. 2.2 and Fig. 2,Primary publication supports Reviewer B's more precise formulation for observation_decoder; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,action,Relative 3D probe translation/rotation,Relative 3D probe transform: translation/rotation x/y/z,Relative 3D probe transform: translation/rotation x/y/z,Sec. 2.2 and Fig. 2,Primary publication supports Reviewer B's more precise formulation for action; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,action_provenance,Observed expert sonographer motion/poses,Observed expert probe pose differences,Observed expert probe pose differences,Sec. 2.2 and Fig. 2,Primary publication supports Reviewer B's more precise formulation for action_provenance; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,transition_mechanism,"Vision-transformer joint-embedding predictor conditioned on context, target position, and pose change","I-JEPA-style 2D-3D predictive transformer conditioned on source context, target position, and 6-DoF pose embedding","I-JEPA-style 2D-3D predictive transformer conditioned on source context, target position, and 6-DoF pose embedding",Sec. 2.2 and Fig. 2,Primary publication supports Reviewer B's more precise formulation for transition_mechanism; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,maximum_horizon,One source-to-target transformation; at least 150 frames; duration NI,One source-to-target transformation; no temporal multistep horizon,One source-to-target transformation; no temporal multistep horizon,Sec. 2.2 and Fig. 2,Primary publication supports Reviewer B's more precise formulation for maximum_horizon; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,rollout_regime,One-step latent prediction and offline regression; no recursive/closed loop,One-step feature prediction and offline guidance regression; no free-running scan rollout,One-step feature prediction and offline guidance regression; no free-running scan rollout,Sec. 2.2 and Fig. 2,Primary publication supports Reviewer B's more precise formulation for rollout_regime; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,capability_claim,Action-conditioned spatial transition for probe guidance,action_conditioned,action_conditioned,Sec. 2.2 and Fig. 2,Primary publication supports Reviewer B's more precise formulation for capability_claim; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,baselines,Cardiac Dreamer and 2D-only/3D-only ablations,Cardiac Dreamer; 2D-only and 3D-only pretraining ablations,Cardiac Dreamer; 2D-only and 3D-only pretraining ablations,"Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for baselines; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,state_fidelity_metrics,No direct target-feature fidelity metric; downstream MAE proxy,No direct feature/image fidelity; downstream proxy is 6-DoF pose MAE across ten views,No direct feature/image fidelity; downstream proxy is 6-DoF pose MAE across ten views,"Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for state_fidelity_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,transition_metrics,Six translation/rotation MAEs for ten views; improvement up to 4.34%,Translation MAE mm and rotation MAE degrees; relative improvement up to 4.34%,Translation MAE mm and rotation MAE degrees; relative improvement up to 4.34%,"Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for transition_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,rollout_stability,0: no multistep drift/failure metric,NA: no multistep rollout,NA: no multistep rollout,"Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for rollout_stability; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,action_sensitivity,2: 2D-only versus 3D-only versus joint objective removes pose-conditioned information,Pose conditioning plus 2D-only/3D-only ablations; NI: controlled curve by action magnitude/direction,Pose-conditioned joint objective compared with 2D-only action-agnostic and 3D-only ablations; no graded perturbation by motion magnitude or direction,"Table 1, Fig. 4, and Sec. 3.2",Primary publication resolves action_sensitivity to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,calibration_and_uncertainty,0: no uncertainty/calibration,"NI: no uncertainty, CIs, calibration, or repeated-run variability","NI: no uncertainty, CIs, calibration, or repeated-run variability","Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for calibration_and_uncertainty; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,external_validation,0: same-source held-out scans; no institution/device external test,NI: no independent site/device/operator; test is person-disjoint same collection,NI: no independent site/device/operator; test is person-disjoint same collection,"Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for external_validation; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,decision_utility,1: offline guidance error; no novice-user or workflow outcome,"Offline guidance error; no novice-sonographer, robotic execution, or clinical acquisition endpoint","Offline guidance error; no novice-sonographer, robotic execution, or clinical acquisition endpoint","Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for decision_utility; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,safety_evaluation,"0: no contact-force, harmful-motion, or recovery test","NI: no contact-force, unsafe-motion, anatomy-risk, or recovery evaluation","NI: no contact-force, unsafe-motion, anatomy-risk, or recovery evaluation","Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for safety_evaluation; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,statistical_analysis,0: point MAE and percent changes only; no CI or significance,"Per-view MAE/relative changes; NI: CIs, tests, bootstrap, or repeated seeds","Per-view MAE/relative changes; NI: CIs, tests, bootstrap, or repeated seeds","Table 1, Fig. 4, and Sec. 3.2",Primary publication supports Reviewer B's more precise formulation for statistical_analysis; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,causal_language,No causal/counterfactual language,Spatial prediction/guidance without causal treatment claim,Spatial prediction/guidance without causal treatment claim,Method/Conclusion; no treatment-effect claim,Primary publication supports Reviewer B's more precise formulation for causal_language; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,estimand,Observed expert probe-transform prediction; no causal estimand,NA: probe-pose error,NA: probe-pose error,Method/Conclusion; no treatment-effect claim,Primary publication supports Reviewer B's more precise formulation for estimand; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,confounding_strategy,NA: no treatment claim,NA: no causal effect claim,NA: no causal effect claim,Method/Conclusion; no treatment-effect claim,Primary publication supports Reviewer B's more precise formulation for confounding_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,positivity_and_overlap,1: expert pose support only; no support analysis,NA: no treatment/action-effect estimand,NA: no treatment/action-effect estimand,Method/Conclusion; no treatment-effect claim,Primary publication supports Reviewer B's more precise formulation for positivity_and_overlap; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,counterfactual_validation,NA: no counterfactual claim,NA: target pose changes are observed expert transformations,NA: target pose changes are observed expert transformations,Method/Conclusion; no treatment-effect claim,Primary publication supports Reviewer B's more precise formulation for counterfactual_validation; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,code_access,0: code not reported,NI: no code repository stated,NI: no code repository stated,Sec. 3.1 implementation; no availability statement,Primary publication supports Reviewer B's more precise formulation for code_access; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,weights_access,0: weights not reported,NI: no pretrained weights stated,NI: no pretrained weights stated,Sec. 3.1 implementation; no availability statement,Primary publication supports Reviewer B's more precise formulation for weights_access; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,data_access,0: clinical image/pose dataset not public,NI: clinical image-pose data not stated public,NI: clinical image-pose data not stated public,Sec. 3.1 implementation; no availability statement,Primary publication supports Reviewer B's more precise formulation for data_access; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,preprocessing_reproducibility,"1: architecture, pair construction, split, training, and metric described; acquisition details defer to prior work","Moderate: split, model, masking, optimization, downstream described; acquisition/preprocessing defer to prior work","Moderate: split, model, masking, optimization, downstream described; acquisition/preprocessing defer to prior work",Sec. 3.1 implementation; no availability statement,Primary publication supports Reviewer B's more precise formulation for preprocessing_reproducibility; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,randomness,0: random masking used; seeds and repeats not reported,Random context/target blocks; seeds/repeated runs NI,Random context/target blocks; seeds/repeated runs NI,Sec. 3.1 implementation; no availability statement,Primary publication supports Reviewer B's more precise formulation for randomness; no incompatible claim from Reviewer A was carried forward.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,evidence_anchors,ArXiv v2 Sec. 2.2; Sec. 3.1; Table 1; Fig. 4; pp. 8-9 limitations,arXiv pp. 1-3; Fig. 2/Sec. 2.2; Sec. 3.1; Table 1; Fig. 4; Conclusion,Primary arXiv v2 Sec. 2.2 and Fig. 2; Sec. 3.1; Table 1; Fig. 4 ablations; Conclusion,Full primary arXiv v2 manuscript,Primary publication resolves evidence_anchors to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,appraisal_strengths,"Large paired dataset, individual-disjoint split, pose conditioning, ten-view evaluation, and action ablations","Large paired corpus, person-disjoint test, explicit 6-DoF conditioning, ablations, ten-view evaluation","Large paired corpus, person-disjoint testing, explicit 6-DoF pose conditioning, action-removal ablation, and ten-view evaluation",Full primary arXiv v2 manuscript,Primary publication resolves appraisal_strengths to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,appraisal_limitations,"One-step indirect dynamics, same-source test, no uncertainty/statistics/code/data, no user study, and no safety test","One step, no direct transition fidelity, uncertainty, external site/user study, or public code/data","One-step indirect dynamics, no direct target-feature fidelity, same-source test, no uncertainty/statistics, no real guidance or safety evaluation, and no public code/data",Full primary arXiv v2 manuscript,Primary publication resolves appraisal_limitations to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,source_status,Full primary arXiv/workshop manuscript inspected,Exact arXiv v2 inspected; corresponds to public workshop version,Exact primary arXiv:2406.19756v2 workshop manuscript inspected,arXiv:2406.19756v2 title page,Primary publication resolves source_status to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,publication_status,Peer-reviewed CPT Pharmacometrics and Systems Pharmacology article; 2024,Peer-reviewed CPT: Pharmacometrics & Systems Pharmacology article (2024),Peer-reviewed CPT: Pharmacometrics & Systems Pharmacology article (2024),PMC11330176 title and DOI,Primary publication supports Reviewer B's more precise formulation for publication_status; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,domain,T1D disease progression and clinical-trial simulation,Type 1 diabetes prevention trial simulation/design,Type 1 diabetes prevention trial simulation/design,Introduction and Individual Characteristics/Clinical Trial Design sections,Primary publication supports Reviewer B's more precise formulation for domain; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,dataset_or_cohort,Underlying TrialNet Pathway to Prevention and TEDDY model; real and synthetic populations,TrialNet Pathway to Prevention and TEDDY natural history underlying a prior joint model; oral-insulin and TN10/teplizumab case studies,TrialNet Pathway to Prevention and TEDDY natural history underlying a prior joint model; oral-insulin and TN10/teplizumab case studies,Introduction and Individual Characteristics/Clinical Trial Design sections,Primary publication supports Reviewer B's more precise formulation for dataset_or_cohort; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,sample_scale,NI in this tool paper; examples use 100 replicate trials and user-selected arm sizes,Underlying participant counts NI in this article; real-data and MVN/ctree virtual populations; 100 replicates in reported cases,Underlying participant counts NI in this article; real-data and MVN/ctree virtual populations; 100 replicates in reported cases,Introduction and Individual Characteristics/Clinical Trial Design sections,Primary publication supports Reviewer B's more precise formulation for sample_scale; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,institution_count,Multicenter natural-history studies; exact count NI,Multicenter TrialNet/TEDDY; exact site count NI in this article,Multicenter TrialNet/TEDDY; exact site count NI in this article,Introduction and Individual Characteristics/Clinical Trial Design sections,Primary publication supports Reviewer B's more precise formulation for institution_count; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,split_strategy,No new development split; uses a previously published externally validated joint model and two case scenarios,No new split reported; simulator reuses a previously developed/externally validated model and explores scenarios,No new split reported; simulator reuses a previously developed/externally validated model and explores scenarios,Introduction and Individual Characteristics/Clinical Trial Design sections,Primary publication supports Reviewer B's more precise formulation for split_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,observation_process,Longitudinal glycemic measures and time to stage-3 T1D; virtual baseline populations,Longitudinal glycemia linked to time of stage-3 T1D in individuals with at least two autoantibodies,Longitudinal glycemia linked to time of stage-3 T1D in individuals with at least two autoantibodies,Introduction and Individual Characteristics/Clinical Trial Design sections,Primary publication supports Reviewer B's more precise formulation for observation_process; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,missingness,1: simulated exponential/uniform dropout under MCAR; other missingness NI,Simulated exponential/uniform dropout under MCAR assumption,Simulated exponential/uniform dropout under MCAR assumption,Introduction and Individual Characteristics/Clinical Trial Design sections,Primary publication supports Reviewer B's more precise formulation for missingness; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,censoring_or_competing_events,"2: parametric time-to-event, user-defined duration, and arm-specific dropout",Parametric time-to-T1D; user follow-up/dropout; competing events NI,Parametric time-to-T1D; user follow-up/dropout; competing events NI,Introduction and Individual Characteristics/Clinical Trial Design sections,Primary publication supports Reviewer B's more precise formulation for censoring_or_competing_events; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,state,Five baseline autoantibody/glycemic covariates plus glycemic trajectory and event hazard,Baseline autoantibodies/glycemic covariates plus nonlinear mixed-effects latent disease progression,Baseline autoantibodies/glycemic covariates plus nonlinear mixed-effects latent disease progression,"Overall layout, Clinical Trial Design, and Power Curve sections",Primary publication supports Reviewer B's more precise formulation for state; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,observation_decoder,"Time-to-T1D, arm event curves, power, and scenario summaries","Simulated glycemic/time-to-diagnosis trajectories, survival summaries, power, and go/no-go outputs","Simulated glycemic/time-to-diagnosis trajectories, survival summaries, power, and go/no-go outputs","Overall layout, Clinical Trial Design, and Power Curve sections",Primary publication supports Reviewer B's more precise formulation for observation_decoder; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,action,User-assumed DP50 treatment multiplier plus trial-design choices,Placebo versus treatment with user-assumed multiplicative change to DP50,Placebo versus treatment with user-assumed multiplicative change to DP50,"Overall layout, Clinical Trial Design, and Power Curve sections",Primary publication supports Reviewer B's more precise formulation for action; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,action_provenance,Entirely simulated; drug effect not estimated from treatment data,Hypothetical effect selected by user; emulates trials but not estimated from drug data,Hypothetical effect selected by user; emulates trials but not estimated from drug data,"Overall layout, Clinical Trial Design, and Power Curve sections",Primary publication supports Reviewer B's more precise formulation for action_provenance; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,transition_mechanism,Nonlinear mixed-effects glycemic model linked to parametric time-to-event Monte Carlo simulation,Published joint nonlinear mixed-effects longitudinal plus parametric time-to-event model; MVN/ctree virtual populations,Published joint nonlinear mixed-effects longitudinal plus parametric time-to-event model; MVN/ctree virtual populations,"Overall layout, Clinical Trial Design, and Power Curve sections",Primary publication supports Reviewer B's more precise formulation for transition_mechanism; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,maximum_horizon,User-defined multi-year duration; case explores about 2.6 years versus longer design,User-defined; anti-CD3 case explores ~2.6 years and broader duration/power curves,User-defined; anti-CD3 case explores ~2.6 years and broader duration/power curves,"Overall layout, Clinical Trial Design, and Power Curve sections",Primary publication supports Reviewer B's more precise formulation for maximum_horizon; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,rollout_regime,Free-running repeated virtual trial/event simulation,Free-running virtual participants/trials under placebo/treatment; power is fraction of significant log-rank replicates,Free-running virtual participants/trials under placebo/treatment; power is fraction of significant log-rank replicates,"Overall layout, Clinical Trial Design, and Power Curve sections",Primary publication supports Reviewer B's more precise formulation for rollout_regime; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,capability_claim,Action-conditioned trial simulation and design support; not sequential treatment planning,counterfactual,Counterfactual/what-if clinical-trial simulation under user-imposed treatment effects; not an identified treatment effect,"Overall layout, Clinical Trial Design, and Power Curve sections",Primary publication resolves capability_claim to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,baselines,Reproduced oral-insulin and TN10/teplizumab designs; no algorithm baseline,"Placebo and alternative criteria, sample sizes, durations, dropout, virtual-population methods, effect strengths","Placebo and alternative criteria, sample sizes, durations, dropout, virtual-population methods, effect strengths",Case Studies I-II and Figs. 2-4,Primary publication supports Reviewer B's more precise formulation for baselines; no incompatible claim from Reviewer A was carried forward.
