audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale
ALT-6fcc7e27909c,fresh_alternate_public_search,A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics,,Nemo Fournier; Stanley Durrleman,2023,2023,Lecture Notes in Computer Science,10.1007/978-3-031-43904-9_58,,https://doi.org/10.1007/978-3-031-43904-9_58,book-chapter,crossref,"""disease progression model"" generative intervention",registered,,exclude,empirical,no_future_or_action_evaluation,"The title emphasizes genetic association with disease dynamics, not evaluated future-state rollouts or interventions.",uncertain,empirical,insufficient_abstract,"The multimodal disease progression genetic associations disease dynamics title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation."
ALT-eb7ba539fd65,fresh_alternate_public_search,A Novel Coupling Model of Physiological Degradation and Emotional State for Prediction of Alzheimer's Disease Progression.,"The prediction of Alzheimer's disease (AD) progression plays a very important role in the early intervention of patients and the improvement of life quality. Cognitive scales are commonly used to assess the patient's status. However, due to the complicated pathogenesis of AD and the individual differences in AD, the prediction of AD progression is challenging. This paper proposes a novel coupling model (P-E model) that takes into account the processes of physiological degradation and emotional state transition of AD patients. We conduct experiments on synthetic data to validate the effectiveness of the proposed P-E model. Next, we conduct experiments on 134 subjects with more than 10 follow-ups from the Alzheimer's Disease Neuroimaging Initiative. The prediction performance of the P-E model is significantly better than other state-of-the-art methods, which achieves the mean squared error of 7.137 ± 0.035. The experimental results show that the P-E model can well characterize the non-monotonic properties of AD cognitive data and can also have a good predictive ability for time series data with individual differences.",Jiawei Yang; Shaoping Wang; The Alzheimer's Disease Neuroimaging Initiative,2022,2022,Brain sciences,10.3390/brainsci12091132,,https://pubmed.ncbi.nlm.nih.gov/36138868/,journal-article,crossref;europe_pmc;pubmed,"""disease progression model"" generative intervention;europe_pmc_core;pubmed_core",indexed,,include,empirical,include_empirical,The coupling model represents physiological and emotional state transitions and directly evaluates longitudinal cognitive prediction.,exclude,not_applicable,no_future_or_action_evaluation,"The coupling physiological degradation emotional state prediction alzheimer s disease progression study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning."
ALT-bc44662f8af7,fresh_alternate_public_search,A tool to measure the impact of inaction toward elimination of hepatitis C: A case study in Korea.,"BACKGROUND AND AIMS: Hepatitis C virus (HCV) and its sequelae present a significant source of economic and societal burden. Introduction of highly effective curative therapies has made HCV elimination attainable. The study used a predictive model to assess the clinical and economic impact of implementing national screening and treatment policies toward HCV elimination in Korea. METHODS: A previously validated Markov disease progression model of HCV infection was employed to analyze the clinical and economic impact of various strategies for HCV diagnosis and treatment in Korea. In this analysis, the model compared the clinical and economic outcomes of current HCV-related interventions in Korea (7,000 patients treated and 4,200 patients newly diagnosed annually, starting in 2017) to four elimination scenarios: 1) initiating sufficient diagnosis and treatment interventions to meet the World Health Organization's GHSS elimination targets by 2030, 2) delaying initiation of interventions by one year, 3) delaying initiation of interventions by two years and 4) accelerating initiation of interventions to meet elimination targets by 2025. Modelled historical incidence of HCV was calibrated to match a viremic HCV prevalence of 0.44% in 2009. Elimination scenarios required 24,000 treatments and 34,000 newly diagnosed patients annually, starting in 2018, to reach the 2030 targets. RESULTS: Compared to current ""status quo"" interventions, elimination (or accelerated elimination by 2025) would avert 23,700 (27,000) incident cases of HCV, 1,300 (1,400) liver-related deaths (LRDs) and 2,900 (3,100) cases of end-stage liver disease (ESLD) over the 2017-2030 time period. Postponing interventions by one (or two) years would avert 21,100 (18,600) new HCV infections, 920 (660) LRDs and 2,000 (1,400) cases of ESLD by 2030. Following elimination or accelerated elimination strategies would save 860 million USD or 1.1 billion USD by 2030, respectively, compared to the status quo, requiring an up-front investment in prevention that decreases spending on liver-related complications and death. CONCLUSIONS: By projecting the impact of interventions and tracking progress toward GHSS elimination targets using modelling, we demonstrate that Korea can prevent significant morbidity, mortality and spending on HCV. Results should serve as the backbone for policy and decision-making, demonstrating how aggressive prevention measures are designed to reduce future costs and increase the health of the public.",Yong Kyun Won; Kyung Sik Kang; Yuri Sanchez Gonzalez; Homie Razavi; Ellen Dugan; Kwang-Hyub Han; Sang Hoon Ahn; Mi Young Jeon; Do Young Kim,2020,2020,PloS one,10.1371/journal.pone.0232186,,https://pubmed.ncbi.nlm.nih.gov/32343727/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A calibrated Markov state-transition model simulates treatment-policy counterfactuals and future clinical outcomes.,exclude,not_applicable,no_learned_dynamics,The tool measure impact inaction elimination hepatitis c case korea study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.
ALT-55f569d2ada1,fresh_alternate_public_search,A unified framework for prediction of liver steatosis dynamics in response to different diet and drug interventions.,"BACKGROUND & AIMS: Non-alcoholic fatty liver disease (NAFLD) is a common metabolic disorder, characterized by the accumulation of excess fat in the liver, and is a driving factor for various severe liver diseases. These multi-factorial and multi-timescale changes are observed in different clinical studies, but these studies have not been integrated into a unified framework. In this study, we aim to present such a unified framework in the form of a dynamic mathematical model. METHODS: For model training and validation, we collected data for dietary or drug-induced interventions aimed at reducing or increasing liver fat. The model was formulated using ordinary differential equations (ODEs) and the mathematical analysis, model simulation, model formulation and the model parameter estimation were all performed in MATLAB. RESULTS: Our mathematical model describes accumulation of fat in the liver and predicts changes in lipid fluxes induced by both dietary and drug interventions. The model is validated using data from a wide range of drug and dietary intervention studies and can predict both short-term (days) and long-term (weeks) changes in liver fat. Importantly, the model computes the contribution of each individual lipid flux to the total liver fat dynamics. Furthermore, the model can be combined with an established bodyweight model, to simulate even longer scenarios (years), also including the effects of insulin resistance and body weight. To help prepare for corresponding eHealth applications, we also present a way to visualize the simulated changes, using dynamically changing lipid droplets, seen in images of liver biopsies. CONCLUSION: In conclusion, we believe that the minimal model presented herein might be a useful tool for future applications, and to further integrate and understand data regarding changes in dietary and drug induced changes in ectopic TAG in the liver. With further development and validation, the minimal model could be used as a disease progression model for steatosis.",Christian Simonsson; Elin Nyman; Peter Gennemark; Peter Gustafsson; Ingrid Hotz; Mattias Ekstedt; Peter Lundberg; Gunnar Cedersund,2024,2024,"Clinical nutrition (Edinburgh, Scotland)",10.1016/j.clnu.2024.05.017,,https://pubmed.ncbi.nlm.nih.gov/38754305/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Intervention data train and validate dynamic equations that roll out liver-fat responses across multiple timescales.,include,empirical,include_empirical,The unified prediction liver steatosis dynamics response different diet drug interventions study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.
ALT-0db7baaf92ff,fresh_alternate_public_search,Advancing Precision Oncology with Digital and Virtual Twins: A Scoping Review.,"Digital twins (DTHs) and virtual twins (VTHs) in healthcare represent emerging technologies towards precision medicine, providing opportunities for patient-centric healthcare. Our scoping review aimed to map the current DTH and VTH technologies in oncology, summarize their technical solutions, and assess their credibility. A systematic search was conducted in the main bibliographic databases, identifying 441 records, of which 30 were included. The studies covered a wide range of cancers, including breast, lung, colorectal, and gastrointestinal malignancies, with DTH and VTH applications focusing on diagnosis, therapy, and monitoring. The results revealed heterogeneity in targeted topics, technical approaches, and outcomes. Most twining solutions use synthetic or limited real-world data, raising concerns regarding their reliability. Few studies have integrated real-time data and machine learning for predictive modeling. Technical challenges include data integration, scalability, and ethical considerations, such as data privacy and security. Moreover, the evidence lacks sufficient clinical validation, with only partial credibility in most cases. Our findings underscore the need for multidisciplinary collaboration among end-users and developers to address the technical and ethical challenges of DTH and VTH systems. Although promising for the future of personalized oncology, substantial steps are required to move beyond experimental frameworks and to achieve clinical implementation.","Ștefănigă SA, Cordoș AA, Ivascu T, Feier CVI, Muntean C, Stupinean CV, Călinici T, Aluaș M, Bolboacă SD.",2024,2024-11-13,,10.3390/cancers16223817,,https://europepmc.org/article/MED/39594772,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This oncology-focused scoping review maps digital-twin methods, evidence, credibility, and clinical-translation gaps.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for advancing precision oncology digital virtual twins scoping review, including prediction, simulation, or intervention use."
ALT-e973e602f301,fresh_alternate_public_search,AI-Driven Digital Twin Framework for Predictive Healthcare,,R. Sangeetha,2026,2026,Medical Minds and Machine Learning,10.1201/9781003726913-20,,https://doi.org/10.1201/9781003726913-20,book-chapter,crossref,"""medical digital twin"" trajectory",registered,,uncertain,not_applicable,insufficient_abstract,Missing abstract prevents determining whether this predictive digital twin learns dynamics and validates rollouts.,uncertain,empirical,insufficient_abstract,"The ai driven digital twin predictive healthcare title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation."
ALT-cf23547c69b1,fresh_alternate_public_search,AI-Guided Inference of Morphodynamic Attractor-like States in Glioblastoma.,"Background/Objectives : Glioblastoma (GBM) exhibits heterogeneous, nonlinear invasion patterns that challenge conventional modeling and radiomic prediction. Most deep learning approaches describe the morphology but rarely capture the dynamical stability of tumor evolution. We propose an AI framework that approximates a latent attractor landscape of GBM morphodynamics-stable basins in a continuous manifold that are consistent with reproducible morphologic regimes. Methods : Multimodal MRI scans from BraTS 2020 (n = 494) were standardized and embedded with a 3D autoencoder to obtain 128-D latent representations. Unsupervised clustering identified latent basins (""attractors""). A neural ordinary differential equation (neural-ODE) approximated latent dynamics. All dynamics were inferred from cross-sectional population variability rather than longitudinal follow-up, serving as a proof-of-concept approximation of morphologic continuity. Voxel-level perturbation quantified local morphodynamic sensitivity, and proof-of-concept control was explored by adding small inputs to the neural-ODE using both a deterministic controller and a reinforcement learning agent based on soft actor-critic (SAC). Survival analyses (Kaplan-Meier, log-rank, ridge-regularized Cox) assessed associations with outcomes. Results : The learned latent manifold was smooth and clinically organized. Three dominant attractor basins were identified with significant survival stratification (χ 2 = 31.8, p = 1.3 × 10 -7 ) in the static model. Dynamic attractor basins derived from neural-ODE endpoints showed modest and non-significant survival differences, confirming that these dynamic labels primarily encode the morphodynamic structure rather than fixed prognostic strata. Dynamic basins inferred from neural-ODE flows were not independently prognostic, indicating that the inferred morphodynamic field captures geometric organization rather than additional clinical risk information. The latent stability index showed a weak but borderline significant negative association with survival (ρ = -0.13 [-0.26, -0.01]; p = 0.0499). In multivariable Cox models, age remained the dominant covariate (HR = 1.30 [1.16-1.45]; p = 5 × 10 -6 ), with overall C-indices of 0.61-0.64. Voxel-level sensitivity maps highlighted enhancing rims and peri-necrotic interfaces as influential regions. In simulation, deterministic control redirected trajectories toward lower-risk basins (≈57% success; ≈96% terminal distance reduction), while a soft actor-critic (SAC) agent produced smoother trajectories and modest additional reductions in terminal distance, albeit without matching the deterministic controller's success rate. The learned attractor classes were internally consistent and clinically distinct. Conclusions : Learning a latent attractor landscape links generative AI, dynamical systems theory, and clinical outcomes in GBM. Although limited by the cross-sectional nature of BraTS and modest prognostic gains beyond age, these results provide a mechanistic, controllable framework for tumor morphology in which inferred dynamic attractor-like flows describe latent organization rather than a clinically predictive temporal model, motivating prospective radiogenomic validation and adaptive therapy studies.",Simona Ruxandra Volovăț; Diana Ioana Panaite; Mădălina Raluca Ostafe; Călin Gheorghe Buzea; Dragoș Teodor Iancu; Maricel Agop; Lăcrămioara Ochiuz; Dragoș Ioan Rusu; Cristian Constantin Volovăț,2026,2026,"Diagnostics (Basel, Switzerland)",10.3390/diagnostics16010139,,https://pubmed.ncbi.nlm.nih.gov/41515632/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A learned neural ODE rolls out latent tumor trajectories and evaluates perturbation and control.,exclude,not_applicable,no_learned_dynamics,The ai guided inference morphodynamic attractor like states glioblastoma study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.
ALT-99717b78a904,fresh_alternate_public_search,"AI-powered in silico twins: redefining precision medicine through simulation, personalization, and predictive healthcare.","In silico twins (ISTs) are emerging as a transformative paradigm in precision medicine, offering dynamic, high-fidelity representations of individual patients through real-time integration of multimodal data. In this work, we define an in silico twin (IST) as a high-fidelity, artificial intelligence(AI)-augmented computational replica of an individual's biological systems that integrates mechanistic modeling (e.g., PBPK, QSP) with patient-specific data streams to simulate, predict, and optimize therapeutic outcomes in real time. By combining AI, physiological and biomechanical modeling, and advanced simulation engines, these systems enable continuous monitoring, predictive diagnostics, and personalized treatment planning. Unlike conventional digital tools, ISTs provide iterative, adaptive simulations that evolve with patient states, fostering a shift from reactive to proactive healthcare. This review explores the technological foundations underpinning ISTs -including machine learning architectures, multi-scale physiological modeling, data integration, and cloud-edge infrastructure- and maps their clinical applications across the patient care continuum. We also distinguish ISTs from digital twins, virtual patients, and traditional computational models, emphasizing their unique contribution to decision support, drug development, and therapeutic optimization. As digital healthcare ecosystems mature, ISTs represent a crucial step toward simulation-driven, individualized medicine. Their continued development offers substantial potential for improving outcomes, accelerating discovery, and reshaping the clinical landscape. Uniquely, this review introduces a practical taxonomy of IST architectures, a verification and validation checklist for model credibility, and a deployment blueprint to guide their clinical translation and real-world adoption.",Alharthi S.,2025,2025-12-24,,10.1007/s44446-025-00055-x,,https://europepmc.org/article/MED/41441931,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This medical-twin review provides an architecture taxonomy, validation checklist, and clinical-translation blueprint.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for ai powered silico twins redefining precision medicine through simulation personalization, including prediction, simulation, or intervention use."
ALT-f6449fe2d40f,fresh_alternate_public_search,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,"Abstract Acute kidney injury in sepsis evolves over hours to days, yet most ICU models emphasize onset and provide limited insight into cardio-renal interactions. We developed AKI-twinX, an organ-structured, explainable digital twin that jointly forecasts acute kidney injury onset, acute kidney injury trajectory, and near-term mortality risk. The model learns renal and cardiovascular latent states with sparse feature gating and captures cross-organ coupling with attention. We trained AKI-twinX on MIMIC-IV sepsis using 5-fold cross-validation and evaluated it on an Indiana University Health cohort. Discrimination was consistent across systems (AUC: mortality 0.86-0.88, acute kidney injury onset 0.78-0.82, acute kidney injury trajectory 0.73-0.78). In vasopressor-treated windows, 12-hour systolic blood pressure forecasts tracked observed values (mean absolute error 8.5 mmHg). Counterfactual vasopressor withdrawal shifted predicted blood pressure downward and increased predicted risk, supporting sensitivity to clinically meaningful interventions. AKI-twinX enables trajectory-aware forecasting with bedside auditability in sepsis.",Jinjin Cai; Allison E Gatz; Jiangqiong Li; Deborupa Pal; Haixu Tang; Michael T Eadon; Baijian Yang; Lingzhong Meng; Jing Su,2026,2026,openRxiv,10.64898/2026.03.13.26346736,,https://doi.org/10.64898/2026.03.13.26346736,posted-content,crossref,"""medical digital twin"" trajectory;""physiological trajectory"" forecasting",registered,,include,empirical,include_empirical,Learned organ states support future blood-pressure forecasts and counterfactual vasopressor-withdrawal evaluation.,include,empirical,include_empirical,The aki twinx explainable organ structured digital twin sepsis aki trajectory study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.
ALT-0e16f0063c94,fresh_alternate_public_search,AlzheimerODE: A Knowledge-Guided Generative Model for Alzheimer's Disease Progression,,Yuhao Jiang; Junbo Ma; Guoqiu Wen; Xinjie Han; Hongqing He; Jiayang Su; Fan Yang; Minghan Chen,2026,2026,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,10.1145/3770855.3818833,,https://doi.org/10.1145/3770855.3818833,proceedings-article,crossref,"""disease progression model"" generative intervention",registered,,uncertain,not_applicable,insufficient_abstract,Missing abstract prevents assessing whether AlzheimerODE evaluates learned progression rollouts or intervention responses.,uncertain,empirical,insufficient_abstract,"The alzheimerode knowledge guided generative alzheimer s disease progression title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation."
ALT-eefa5c2463e3,fresh_alternate_public_search,An Open Source Patient Simulator for Design and Evaluation of Computer Based Multiple Drug Dosing Control for Anesthetic and Hemodynamic Variables,,Clara M. Ionescu; Martine Neckebroek; Mihaela Ghita; Dana Copot,2021,2021,IEEE Access,10.1109/access.2021.3049880,,https://doi.org/10.1109/access.2021.3049880,journal-article,crossref,"""patient simulator"" clinical",registered,,uncertain,not_applicable,insufficient_abstract,Missing abstract prevents determining whether the dosing simulator learns dynamics from data or is mechanistic.,uncertain,empirical,insufficient_abstract,"The open source patient simulator design computer multiple drug dosing control title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation."
ALT-7c951eb38f74,fresh_alternate_public_search,Anticipatory Healthcare Analytics: Inferring Latent Disease Dynamics from Noisy Clinical Observations,"Artificial intelligence (AI) in healthcare is predominantly built on observational data that provide incomplete, delayed, and noisy representations of underlying biological processes. Such limitations constrain current predictive models, which often remain reactive and fail to capture the intrinsic dynamics of disease evolution. In this study, we introduce a novel AI-driven framework based on latent-state reconstruction, designed to infer hidden disease trajectories from partial clinical and population-level observations and to generate dynamic, forward-looking risk estimates. The proposed approach departs fundamentally from traditional methods by explicitly modeling healthcare systems as partially observed complex adaptive systems. It reconstructs latent health states that evolve over time and gives rise to observable clinical measurements subject to stochastic variability. Drawing a conceptual parallel to quantum mechanics, where a system’s true state is described by a wave function that governs probabilistic observations, our framework treats the latent health state as the primary object of inference rather than the observed data alone. This shift enables a transition from descriptive analytics to anticipatory intelligence. By deriving hazard functions from reconstructed latent trajectories, the framework provides earlier and more accurate detection of disease progression, outbreak dynamics, and systemic instability. Empirical and theoretical analysis demonstrates that this approach captures underlying population heterogeneity and temporal dynamics that are inaccessible to conventional models. This work establishes a new paradigm for AI in healthcare, where prediction is grounded in the reconstruction of hidden system dynamics, enabling proactive intervention and more reliable decision-making in complex, high-dimensional environments.",Philip Melo,2026,2026,Journal of Family Medicine and Health Care,10.11648/j.jfmhc.20261201.11,,https://doi.org/10.11648/j.jfmhc.20261201.11,journal-article,crossref,"""latent dynamics"" medical;""latent dynamics"" physiological",registered,,include,empirical,include_empirical,The framework reconstructs evolving latent health states and empirically evaluates forward-looking risk estimation.,include,empirical,include_empirical,The anticipatory healthcare analytics inferring latent disease dynamics noisy clinical observations study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.
ALT-6236c0921f50,fresh_alternate_public_search,Application of Hidden Markov Model to Identify Disease Progression Process in Medical Research,The article's abstract is no available.,Farzan MADADIZADEH; Mohammad YARAHMADI; Hojjat ZERAATI,2020,2020,Iranian Journal of Public Health,10.18502/ijph.v49i6.3382,,https://doi.org/10.18502/ijph.v49i6.3382,journal-article,crossref,"""disease progression model"" generative intervention",registered,,uncertain,not_applicable,insufficient_abstract,The unavailable abstract prevents assessing whether the medical HMM evaluates future-state transition capability.,exclude,not_applicable,no_future_or_action_evaluation,"The application hidden markov identify disease progression process medical research study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning."
